v3id	name	type	v4id
GRMZM2G054111	ZmMYB120	MYB	Zm00001d027623
GRMZM2G170958	ZmHB73	WOX	Zm00001d024410
GRMZM2G047626	ZmMYB6	MYB	Zm00001d041576
GRMZM2G301089	ZmbHLH103	bHLH	Zm00001d033957
GRMZM2G174070	ZmNAC57	NAC	Zm00001d048493
GRMZM2G382350	ZmWRKY19	WRKY	Zm00001d043066
GRMZM2G405170	ZmABI44	B3	Zm00001d024103
GRMZM2G392101	ZmOrphan259	NA	Zm00001d026594
GRMZM2G426486	ZmOrphan260	NA	Zm00001d023640
GRMZM2G151811	ZmEIL6	EIL	Zm00001d022530
GRMZM2G044359	ZmOrphan261	NA	Zm00001d017079
GRMZM2G384528	ZmCA3P4	NF-YB	Zm00001d022099
GRMZM2G464037	ZmGATA30	GATA	Zm00001d052431
GRMZM2G019819	ZmOrphan262	NA	Zm00001d004357
GRMZM2G156019	ZmOrphan263	NA	Zm00001d042066
GRMZM2G156016	ZmVOZ4	VOZ	Zm00001d043500
GRMZM2G019812	ZmOrphan264	NA	Zm00001d036710
GRMZM2G382345	ZmOrphan265	NA	Zm00001d017861
GRMZM2G035688	ZmOrphan266	NA	Zm00001d002982
GRMZM2G167576	ZmCADR12	NF-YB	Zm00001d045772
GRMZM2G098904	ZmbZIP104	bZIP	Zm00001d015421
GRMZM2G018721	ZmWRKY85	WRKY	Zm00001d018656
GRMZM5G845296	ZmMYBR60	MYB_related	Zm00001d010472
GRMZM2G456452	ZmDOF13	Dof	Zm00001d032578
GRMZM2G138683	ZmWRKY11	WRKY	Zm00001d051550
AC196475.3_FG005	ZmNAC77	NAC	Zm00001d049540
AC205471.4_FG003	ZmHSF16	HSF	Zm00001d010812
GRMZM2G074323	ZmOrphan267	NA	Zm00001d018887
GRMZM2G356718	ZmMYB18	MYB	Zm00001d034211
AC209257.4_FG006	ZmEREB100	ERF	Zm00001d038446
GRMZM2G045431	ZmbHLH150	bHLH	Zm00001d020705
GRMZM2G084799	ZmMYB3	MYB	Zm00001d028842
GRMZM2G159996	ZmOrphan268	NA	Zm00001d031662
GRMZM2G147346	ZmMYB121	MYB	Zm00001d032694
GRMZM2G062391	ZmbZIP98	bZIP	Zm00001d029064
GRMZM2G418899	ZmGRAS63	GRAS	Zm00001d022034
GRMZM2G118453	ZmHSF26	HSF	Zm00001d012749
GRMZM2G501775	ZmWRKY4	WRKY	Zm00001d044682
AC234521.1_FG006	ZmTCP34	TCP	Zm00001d002818
GRMZM2G019806	ZmbHLH137	bHLH	Zm00001d033848
GRMZM2G156006	ZmEREB207	ERF	Zm00001d045120
GRMZM2G139765	ZmEREB76	ERF	Zm00001d017366
GRMZM2G047600	ZmMYB90	MYB	Zm00001d009066
GRMZM2G139760	ZmMYBR61	NA	Zm00001d000110
GRMZM2G126026	ZmOrphan270	NA	Zm00001d009773
GRMZM2G092363	ZmOrphan271	CO-like	Zm00001d024200
GRMZM2G167560	ZmCOL9	CO-like	Zm00001d051684
GRMZM2G108694	ZmOrphan272	NA	Zm00001d012994
GRMZM2G056986	ZmMYB79	MYB	Zm00001d012337
GRMZM2G085873	ZmYAB12	YABBY	Zm00001d033508
GRMZM2G449950	ZmDOF9	Dof	Zm00001d051700
GRMZM2G136494	ZmC2H46	C2H2	Zm00001d026684
GRMZM2G066734	ZmbZIP77	bZIP	Zm00001d047644
GRMZM2G061292	ZmDOF26	Dof	Zm00001d013724
GRMZM5G829408	ZmE2F14	E2F/DP	Zm00001d038664
GRMZM2G394973	ZmDOF37	Dof	Zm00001d043402
GRMZM2G126018	ZmSBP23	SBP	Zm00001d006028
GRMZM5G874163	ZmARF26	ARF	Zm00001d012731
GRMZM2G096709	ZmGRF3	GRF	Zm00001d021362
GRMZM2G531738	ZmMYBR62	MYB_related	Zm00001d037836
AC205574.3_FG006	ZmTCP33	TCP	Zm00001d039371
GRMZM2G425366	ZmGRAS64	GRAS	Zm00001d007248
GRMZM2G107595	ZmOrphan273	NA	Zm00001d024445
GRMZM2G044322	ZmEIL7	EIL	Zm00001d003451
GRMZM2G015433	ZmWRKY119	WRKY	Zm00001d010805
GRMZM2G350165	ZmbHLH88	bHLH	Zm00001d000291
GRMZM2G071034	ZmC3H16	C3H	Zm00001d001933
GRMZM2G054795	ZmYAB1	YABBY	Zm00001d002829
GRMZM2G145146	ZmbHLH107	bHLH	Zm00001d020763
GRMZM2G342588	ZmCPP12	CPP	Zm00001d037461
GRMZM2G086949	ZmARF29	ARF	Zm00001d026540
GRMZM2G139740	ZmEREB32	ERF	Zm00001d050787
GRMZM2G064541	ZmNAC66	NAC	Zm00001d040318
GRMZM2G034563	ZmGLK50	G2-like	Zm00001d030911
GRMZM2G110952	ZmALF17	NA	Zm00001d012979
GRMZM2G135381	ZmGATA32	GATA	Zm00001d010785
GRMZM2G424261	ZmTCP36	TCP	Zm00001d025295
GRMZM2G025895	ZmWRKY79	WRKY	Zm00001d020137
AC209784.3_FG011	ZmTHX27	Trihelix	Zm00001d042917
GRMZM2G082586	ZmbHLH105	bHLH	Zm00001d020790
GRMZM2G445575	ZmbZIP113	bZIP	Zm00001d026398
GRMZM2G422083	ZmMYBR33	MYB_related	Zm00001d024810
GRMZM2G006752	ZmEIL4	EIL	Zm00001d020939
GRMZM2G346920	ZmZHD3	ZF-HD	Zm00001d031840
GRMZM2G351232	ZmE2F3	E2F/DP	Zm00001d033566
GRMZM2G476637	ZmOrphan274	NA	Zm00001d030864
GRMZM2G169709	ZmE2F10	E2F/DP	Zm00001d045365
GRMZM5G849600	ZmbHLH94	bHLH	Zm00001d044272
GRMZM2G003489	ZmHSF17	HSF	Zm00001d033987
GRMZM2G447745	ZmMYBR63	MYB_related	Zm00001d035470
GRMZM2G406204	ZmNAC78	NAC	Zm00001d027395
GRMZM2G024799	ZmOrphan275	NA	Zm00001d012167
GRMZM2G060170	ZmCPP4	CPP	Zm00001d038660
GRMZM2G394941	ZmDOF42	Dof	Zm00001d017900
GRMZM2G025880	ZmOrphan276	NA	Zm00001d003297
GRMZM2G006745	ZmEREB22	ERF	Zm00001d010048
GRMZM2G086920	ZmZIM32	NA	Zm00001d002029
GRMZM2G114055	ZmOrphan277	NA	Zm00001d028075
GRMZM2G137541	ZmbHLH151	bHLH	Zm00001d005964
GRMZM2G107565	ZmOrphan278	NA	Zm00001d021817
GRMZM2G107560	ZmbHLH95	bHLH	Zm00001d006150
GRMZM2G134279	ZmMYB29	MYB	Zm00001d047579
GRMZM2G398055	ZmGLK51	G2-like	Zm00001d038191
GRMZM2G105387	ZmMADS32	MIKC_MADS	Zm00001d049692
GRMZM2G449909	ZmOrphan279	NA	Zm00001d052110
GRMZM2G140901	ZmNAC51	NAC	Zm00001d051956
GRMZM2G137532	ZmbZIP82	bZIP	Zm00001d005962
GRMZM2G159937	ZmbHLH57	bHLH	Zm00001d043706
AC194965.4_FG004	ZmGATA12	GATA	Zm00001d037605
GRMZM2G073892	ZmbZIP38	bZIP	Zm00001d018571
GRMZM2G003466	ZmEREB101	ERF	Zm00001d028017
GRMZM2G129954	ZmOrphan280	NA	Zm00001d023242
GRMZM2G163157	ZmTHX14	Trihelix	Zm00001d011571
AC234185.1_FG006	ZmMADS59	M-type_MADS	Zm00001d009628
AC233880.1_FG006	ZmNLP1	Nin-like	Zm00001d039250
GRMZM2G036703	ZmWRKY115	WRKY	Zm00001d012482
GRMZM2G001289	ZmHB75	HD-ZIP	Zm00001d002234
GRMZM2G042101	ZmbHLH155	bHLH	Zm00001d052254
GRMZM2G134260	ZmHB77	HD-ZIP	Zm00001d045398
GRMZM2G139700	ZmNAC84	NAC	Zm00001d041791
GRMZM2G416652	ZmMYB122	MYB	Zm00001d046517
GRMZM2G389379	ZmZHD16	ZF-HD	Zm00001d005931
GRMZM2G546369	ZmMYBR65	MYB_related	Zm00001d026456
GRMZM2G177974	ZmMYBR66	MYB_related	Zm00001d034033
GRMZM2G125596	ZmABI47	B3	Zm00001d052750
GRMZM2G056920	ZmC3H38	C3H	Zm00001d053682
GRMZM2G133169	ZmGRAS65	GRAS	Zm00001d033834
GRMZM2G133168	ZmEREB103	ERF	Zm00001d039424
AC200124.3_FG005	ZmGRAS66	GRAS	NA
GRMZM2G001272	ZmTUB14	NA	Zm00001d023523
GRMZM2G370332	ZmHB79	TALE	Zm00001d015549
GRMZM2G005624	ZmHB68	HD-ZIP	Zm00001d028129
GRMZM2G049194	ZmMYBR67	MYB_related	Zm00001d018258
GRMZM2G091201	ZmMYBR13	MYB_related	Zm00001d038288
GRMZM2G137510	ZmMADS34	MIKC_MADS	Zm00001d023736
GRMZM2G032339	ZmMADS4	MIKC_MADS	Zm00001d034045
GRMZM2G032336	ZmCAMTA2	CAMTA	Zm00001d021516
GRMZM2G004531	ZmNAC79	NAC	Zm00001d020972
GRMZM2G419901	ZmEREB38	ERF	Zm00001d027870
GRMZM2G124495	ZmGLK52	G2-like	Zm00001d026542
GRMZM2G023667	ZmMYBR75	MYB_related	Zm00001d011692
GRMZM2G078077	ZmTCP25	TCP	Zm00001d051216
GRMZM5G816314	ZmEREB104	ERF	Zm00001d017480
GRMZM2G104260	ZmEREB190	ERF	Zm00001d026486
GRMZM2G011015	ZmOrphan281	NA	Zm00001d051689
GRMZM2G433591	ZmHB80	TALE	Zm00001d053749
GRMZM2G137502	ZmDOF36	Dof	Zm00001d029512
GRMZM2G000171	ZmbZIP83	bZIP	Zm00001d014795
GRMZM2G033413	ZmbZIP100	bZIP	Zm00001d044940
GRMZM2G310368	ZmEREB147	ERF	Zm00001d043205
GRMZM2G158818	ZmOrphan282	NA	Zm00001d009719
GRMZM2G004523	ZmOrphan283	NA	Zm00001d028056
GRMZM2G361659	ZmE2F13	E2F/DP	Zm00001d052288
GRMZM2G026926	ZmEREB154	ERF	Zm00001d002867
GRMZM2G105348	ZmHSF18	HSF	Zm00001d016255
GRMZM2G157722	ZmbZIP68	bZIP	Zm00001d050018
GRMZM2G173596	ZmZIM10	NA	Zm00001d014253
GRMZM2G052544	ZmGLK53	G2-like	Zm00001d015407
GRMZM2G124476	ZmC3H52	C3H	Zm00001d026543
GRMZM2G003424	ZmC3H45	NA	Zm00001d029010
GRMZM2G060116	ZmNAC80	NAC	Zm00001d042246
GRMZM2G123387	ZmWRKY101	WRKY	Zm00001d002794
GRMZM2G105335	ZmGRF10	GRF	Zm00001d052112
AC149829.2_FG004	ZmbHLH97	bHLH	Zm00001d048309
GRMZM2G104246	ZmCPP7	CPP	Zm00001d012688
GRMZM2G156621	ZmSBP31	SBP	Zm00001d015410
GRMZM2G162020	ZmOrphan284	NA	Zm00001d049684
GRMZM2G001243	ZmOrphan285	NA	Zm00001d011131
GRMZM2G126646	ZmHB83	HD-ZIP	Zm00001d052133
GRMZM2G410083	ZmMYBR68	MYB_related	Zm00001d025823
GRMZM5G833253	ZmMYB19	MYB	Zm00001d051520
GRMZM2G378490	ZmDOF7	Dof	Zm00001d039482
GRMZM2G060109	ZmbZIP91	bZIP	Zm00001d007042
GRMZM2G025812	ZmbZIP112	bZIP	Zm00001d046718
GRMZM2G360541	ZmOrphan286	NA	Zm00001d046752
GRMZM2G097182	ZmEREB141	ERF	Zm00001d041981
GRMZM2G049159	ZmGRAS67	GRAS	Zm00001d028603
GRMZM2G177929	ZmOrphan287	NA	Zm00001d043510
GRMZM2G172487	ZmMYB123	MYB	Zm00001d023284
GRMZM2G154437	ZmOrphan288	NA	Zm00001d001767
GRMZM2G102059	ZmABI12	B3	Zm00001d002562
GRMZM2G073836	ZmMYB157	MYB	Zm00001d016000
GRMZM2G171395	ZmNAC86	NAC	Zm00001d045463
GRMZM2G414423	ZmOrphan289	NA	Zm00001d022500
GRMZM2G003406	ZmMYB124	MYB	Zm00001d011669
GRMZM2G165991	ZmOrphan290	NA	Zm00001d052125
GRMZM2G128807	ZmbHLH127	bHLH	Zm00001d014814
GRMZM2G043854	ZmbHLH143	bHLH	Zm00001d047878
GRMZM2G105317	ZmCA5P8	NF-YC	Zm00001d007436
GRMZM2G031200	ZmNAC87	NAC	Zm00001d039004
GRMZM2G117961	ZmMADS45	MIKC_MADS	Zm00001d035053
GRMZM2G069370	ZmMADS30	MIKC_MADS	Zm00001d025479
GRMZM2G081406	ZmARF15	ARF	Zm00001d051172
GRMZM2G079123	ZmMYB125	MYB	Zm00001d032206
GRMZM2G001223	ZmMYB126	MYB	Zm00001d016952
GRMZM2G433557	ZmOrphan291	NA	Zm00001d034366
GRMZM2G327189	ZmDOF4	Dof	Zm00001d043904
GRMZM2G052515	ZmE2F11	E2F/DP	Zm00001d023465
GRMZM2G340305	ZmNAC89	NA	NA
GRMZM2G471108	ZmOrphan292	NA	Zm00001d034927
GRMZM2G073826	ZmMYBR74	MYB_related	Zm00001d016000
GRMZM2G308046	ZmOrphan293	NA	Zm00001d004390
GRMZM2G170299	ZmOrphan294	NA	Zm00001d031329
GRMZM2G073823	ZmGRAS68	GRAS	Zm00001d048601
GRMZM2G153333	ZmGRAS69	GRAS	Zm00001d038225
GRMZM2G071648	ZmMYBR70	MYB_related	NA
GRMZM2G069365	ZmZHD17	ZF-HD	Zm00001d051573
GRMZM2G361611	ZmbZIP84	bZIP	Zm00001d053988
GRMZM2G042756	ZmEREB105	ERF	Zm00001d002618
GRMZM2G463525	ZmDOF8	Dof	Zm00001d040455
GRMZM2G360523	ZmARR4	ARR-B	Zm00001d046755
GRMZM2G041668	ZmNAC91	NAC	Zm00001d045601
GRMZM2G480480	ZmOrphan295	NA	Zm00001d021636
GRMZM2G074908	ZmGLK54	G2-like	Zm00001d042892
GRMZM2G125522	ZmMYB34	MYB	Zm00001d042830
GRMZM2G308034	ZmMYB46	MYB	Zm00001d028777
GRMZM2G114681	ZmZIM15	NA	Zm00001d005726
GRMZM2G114680	ZmGRAS70	GRAS	Zm00001d046783
GRMZM2G165972	ZmHSF13	HSF	Zm00001d027757
GRMZM2G171370	ZmbZIP86	bZIP	Zm00001d005244
GRMZM2G117949	ZmGRAS71	GRAS	Zm00001d047123
GRMZM2G441115	ZmMADS40	M-type_MADS	Zm00001d048697
GRMZM2G060798	ZmOrphan296	NA	Zm00001d024732
GRMZM2G369799	ZmMYB127	MYB	Zm00001d041935
GRMZM2G382918	ZmOrphan297	NA	Zm00001d009385
GRMZM5G862109	ZmEREB11	AP2	Zm00001d034629
GRMZM2G104204	ZmHB13	HD-ZIP	Zm00001d021934
GRMZM2G700011	ZmMYBR72	MYB_related	Zm00001d047716
GRMZM2G301642	ZmMYBR76	MYB_related	Zm00001d040464
GRMZM2G067171	ZmGATA31	GATA	Zm00001d041883
GRMZM2G171365	ZmMADS1	MIKC_MADS	Zm00001d048474
GRMZM2G073805	ZmGRAS72	GRAS	Zm00001d048602
AC215909.3_FG001	ZmOrphan299	AP2	NA
GRMZM2G124421	ZmCA5P7	NF-YC	Zm00001d046967
GRMZM2G516301	ZmWRKY80	WRKY	Zm00001d008793
GRMZM2G462417	ZmZHD18	ZF-HD	Zm00001d052396
GRMZM2G071620	ZmMADS31	MIKC_MADS	Zm00001d013258
GRMZM2G173534	ZmbHLH175	bHLH	Zm00001d042263
GRMZM2G099319	ZmHB84	TALE	Zm00001d031182
GRMZM2G050305	ZmMYB31	MYB	Zm00001d006236
GRMZM2G125501	ZmGRAS73	GRAS	Zm00001d006744
GRMZM2G359304	ZmGRAS74	GRAS	Zm00001d047266
GRMZM2G036092	ZmbHLH30	bHLH	Zm00001d018056
AC233946.1_FG004	ZmOrphan300	NA	Zm00001d043783
GRMZM2G043813	ZmNAC65	NAC	Zm00001d025861
GRMZM2G112483	ZmbZIP121	bZIP	Zm00001d003180
GRMZM2G097135	ZmOrphan301	NA	Zm00001d049244
GRMZM2G031882	ZmHB85	WOX	Zm00001d043937
GRMZM2G174610	ZmABI45	B3	Zm00001d038504
GRMZM2G070523	ZmMYB129	MYB	Zm00001d013801
AC204212.4_FG001	ZmMYBR78	MYB_related	Zm00001d017782
GRMZM2G173521	ZmbHLH101	bHLH	Zm00001d004007
GRMZM2G008286	ZmHB86	HB-other	Zm00001d009802
GRMZM2G376255	ZmEREB48	ERF	Zm00001d048296
GRMZM2G139082	ZmEREB152	AP2	Zm00001d046913
GRMZM2G069325	ZmMYB130	MYB	Zm00001d038930
GRMZM2G018030	ZmOrphan302	NA	Zm00001d031098
GRMZM2G060765	ZmOrphan303	NA	Zm00001d034400
GRMZM2G122228	ZmOrphan304	NA	Zm00001d044015
GRMZM2G320754	ZmABI5	B3	Zm00001d013722
GRMZM2G163761	ZmHB105	TALE	Zm00001d033379
GRMZM2G110295	ZmGATA23	GATA	Zm00001d034386
GRMZM2G066057	ZmbHLH19	bHLH	Zm00001d008444
GRMZM2G038252	ZmHB88	WOX	Zm00001d043076
GRMZM2G164848	ZmbZIP118	bZIP	Zm00001d039206
GRMZM2G058479	ZmZIM36	GATA	Zm00001d014656
GRMZM2G059562	ZmWRKY81	WRKY	Zm00001d043060
GRMZM2G123308	ZmGLK55	G2-like	Zm00001d024532
GRMZM2G139073	ZmMADS11	MIKC_MADS	Zm00001d036425
GRMZM2G425920	ZmbZIP88	bZIP	Zm00001d025589
GRMZM2G020305	ZmCADR13	NA	NA
GRMZM2G002978	ZmTHX26	Trihelix	Zm00001d003836
GRMZM2G014902	ZmMYBR79	MYB_related	Zm00001d049543
GRMZM2G134866	ZmGBP8	GeBP	Zm00001d005865
GRMZM2G042704	ZmOrphan305	NA	Zm00001d032692
GRMZM2G057386	ZmEREB107	ERF	Zm00001d017466
GRMZM2G134863	ZmbZIP76	bZIP	Zm00001d036736
GRMZM2G480434	ZmEREB108	ERF	Zm00001d031499
GRMZM2G057380	ZmOrphan306	NA	Zm00001d021785
GRMZM2G012724	ZmWRKY83	WRKY	Zm00001d038023
GRMZM2G115721	ZmNAC98	NAC	Zm00001d046246
GRMZM2G078691	ZmCA5P16	NF-YC	Zm00001d020874
GRMZM2G019106	ZmbZIP71	bZIP	Zm00001d053967
GRMZM2G088443	ZmbHLH104	bHLH	Zm00001d039764
GRMZM2G088440	ZmTCP37	TCP	Zm00001d005763
GRMZM2G170232	ZmTCP39	TCP	Zm00001d049645
GRMZM2G350711	ZmOrphan307	NA	Zm00001d053354
GRMZM2G163745	ZmEREB199	ERF	Zm00001d032077
GRMZM5G838098	ZmZIM27	NA	Zm00001d027900
GRMZM2G096016	ZmCA2P14	NF-YA	Zm00001d007882
GRMZM2G012717	ZmCOL10	CO-like	Zm00001d037327
GRMZM2G001875	ZmMYB131	MYB	Zm00001d039496
GRMZM2G422644	ZmOrphan308	DBB	Zm00001d006198
GRMZM2G030762	ZmbHLH55	bHLH	Zm00001d012067
GRMZM5G850129	ZmGRF11	GRF	Zm00001d037117
GRMZM2G450445	ZmNAC111	NAC	Zm00001d003293
GRMZM2G121111	ZmMYBR81	MYB_related	Zm00001d024809
GRMZM2G089525	ZmHSF23	HSF	Zm00001d044168
GRMZM2G008259	ZmALF18	NA	Zm00001d049007
GRMZM2G396451	ZmGATA34	GATA	Zm00001d033945
GRMZM2G431309	ZmGRAS75	GRAS	Zm00001d006701
GRMZM2G103783	ZmMYBR82	MYB_related	Zm00001d020947
GRMZM2G120021	ZmbHLH71	bHLH	Zm00001d033412
GRMZM2G058451	ZmbHLH164	bHLH	Zm00001d021701
GRMZM5G813651	ZmNAC95	NAC	Zm00001d042580
GRMZM5G868061	ZmBZR6	BES1	Zm00001d039635
GRMZM2G111354	ZmWRKY22	WRKY	Zm00001d012789
GRMZM2G104866	ZmEREB203	ERF	Zm00001d046651
AC206901.3_FG005	ZmMYB132	MYB	Zm00001d025864
GRMZM2G115701	ZmTUB9	NA	Zm00001d017773
GRMZM2G339751	ZmHB89	WOX	Zm00001d012419
AC233865.1_FG003	ZmNAC121	NAC	Zm00001d021424
GRMZM2G088427	ZmABI30	B3	Zm00001d033314
GRMZM2G055180	ZmEREB198	ERF	Zm00001d002762
GRMZM2G066020	ZmZIM31	NA	Zm00001d021274
GRMZM2G163726	ZmTUB7	NA	Zm00001d052765
GRMZM2G398615	ZmOrphan309	NA	Zm00001d046828
GRMZM2G700665	ZmEREB110	AP2	Zm00001d010987
GRMZM2G030744	ZmbHLH168	bHLH	Zm00001d018416
GRMZM2G161544	ZmOrphan310	NA	Zm00001d022347
GRMZM2G037128	ZMTHX21	Trihelix	Zm00001d054080
GRMZM2G129288	ZmTUB10	NA	Zm00001d038310
GRMZM2G419252	ZmHB90	WOX	Zm00001d050487
GRMZM2G089501	ZmbHLH106	bHLH	Zm00001d020834
GRMZM2G008234	ZmEREB114	ERF	Zm00001d018731
GRMZM5G803888	ZmNAC96	NAC	Zm00001d007850
GRMZM2G088413	ZmABI24	B3	Zm00001d033314
GRMZM2G307588	ZmSBP2	SBP	Zm00001d020941
GRMZM2G170201	ZmOrphan311	NA	Zm00001d024353
GRMZM2G031827	ZmC3H36	NA	Zm00001d009570
GRMZM2G098884	ZmMYBR83	MYB_related	Zm00001d049495
GRMZM2G397518	ZmbHLH67	bHLH	Zm00001d042989
GRMZM2G122897	ZmHB91	HD-ZIP	Zm00001d026351
GRMZM2G110242	ZmTCP3	TCP	Zm00001d005737
GRMZM2G465091	ZmTCP14	TCP	Zm00001d025896
GRMZM2G158162	ZmABI32	B3	Zm00001d022440
GRMZM2G169000	ZmOrphan312	NA	Zm00001d017670
GRMZM5G871407	ZmTUB12	NA	NA
GRMZM2G314064	ZmHB130	WOX	Zm00001d028986
GRMZM2G139024	ZmE2F18	E2F/DP	Zm00001d014132
GRMZM2G032905	ZmMADS63	M-type_MADS	Zm00001d003409
GRMZM2G359952	ZmMADS35	MIKC_MADS	Zm00001d008882
GRMZM2G318412	ZmHB93	HB-other	Zm00001d007525
GRMZM2G152862	ZmMADS29	MIKC_MADS	Zm00001d010232
GRMZM2G006042	ZmARF28	ARF	Zm00001d023659
GRMZM2G411766	ZmWRKY86	WRKY	Zm00001d011496
GRMZM2G419239	ZmMYB42	MYB	Zm00001d053220
GRMZM2G055158	ZmMYB142	MYB	Zm00001d051788
GRMZM2G150680	ZmMYB155	MYB	Zm00001d024488
GRMZM2G000743	ZmHB95	NA	Zm00001d033861
GRMZM2G366434	ZmEREB206	AP2	Zm00001d017207
GRMZM2G315140	ZmNAC10	NAC	Zm00001d017396
GRMZM2G130459	ZmEREB187	AP2	Zm00001d018050
AC209819.3_FG009	ZmDOF44	Dof	Zm00001d010740
GRMZM2G028438	ZmGRAS76	GRAS	Zm00001d051461
GRMZM2G002915	ZmHB34	HD-ZIP	Zm00001d005692
GRMZM2G180654	ZmARID8	NA	Zm00001d036790
AC207628.4_FG011	ZmOrphan313	NA	Zm00001d043655
GRMZM2G079727	ZmMADS36	MIKC_MADS	Zm00001d043589
GRMZM2G069970	ZmOrphan314	NA	Zm00001d014797
GRMZM2G151763	ZmWRKY95	WRKY	Zm00001d043950
GRMZM2G001824	ZmMYB134	MYB	Zm00001d024726
GRMZM2G030710	ZmARF24	ARF	Zm00001d039006
GRMZM2G080917	ZmALF13	NA	Zm00001d042582
GRMZM2G161512	ZmMYB150	MYB	Zm00001d014364
GRMZM5G878490	ZmMADS62	M-type_MADS	Zm00001d007891
GRMZM2G095598	ZmCOL11	CO-like	Zm00001d003162
GRMZM2G460869	ZmMYB136	MYB	Zm00001d040428
GRMZM2G050939	ZmC2H26	C2H2	Zm00001d035514
GRMZM2G158140	ZmOrphan315	NA	Zm00001d025472
GRMZM2G443903	ZmOrphan316	NA	Zm00001d002046
GRMZM2G309731	ZmEREB119	ERF	Zm00001d031673
GRMZM2G130442	ZmHB97	HD-ZIP	Zm00001d049443
GRMZM2G075368	ZmOrphan317	NA	Zm00001d051889
GRMZM2G111306	ZmMYBR1	MYB_related	Zm00001d010889
GRMZM2G017586	ZmbHLH172	bHLH	Zm00001d024679
GRMZM2G046474	ZmOrphan318	NA	Zm00001d006553
AC232238.2_FG004	ZmbZIP90	bZIP	Zm00001d012294
GRMZM5G889326	ZmGRAS77	GRAS	Zm00001d037901
GRMZM2G448104	ZmMYBR71	MYB_related	Zm00001d026362
GRMZM2G129247	ZmbZIP101	bZIP	Zm00001d038311
GRMZM2G127064	ZmWRKY21	WRKY	Zm00001d037854
GRMZM2G479885	ZmbZIP39	bZIP	Zm00001d030617
GRMZM2G176175	ZmEREB121	AP2	Zm00001d019230
GRMZM2G385543	ZmbHLH154	bHLH	Zm00001d013357
GRMZM2G176173	ZmOrphan319	CO-like	Zm00001d049347
GRMZM2G131516	ZmGRAS78	GRAS	Zm00001d052380
GRMZM2G037792	ZmGRAS79	GRAS	Zm00001d026158
GRMZM2G050912	ZmbZIP93	bZIP	Zm00001d046564
GRMZM2G024054	ZmMYBR99	MYB_related	Zm00001d013827
GRMZM2G405094	ZmMYB163	MYB	Zm00001d012255
GRMZM2G152822	ZmCADR14	NF-YB	Zm00001d019101
GRMZM2G122846	ZmbZIP97	bZIP	Zm00001d051739
AC202864.3_FG002	ZmGATA25	GATA	Zm00001d038801
GRMZM2G380094	ZmTHX24	Trihelix	Zm00001d016876
GRMZM2G038878	ZmMADS50	M-type_MADS	Zm00001d037126
GRMZM2G158117	ZmMYBR87	MYB_related	Zm00001d009599
GRMZM2G121753	ZmMYBR89	MYB_related	Zm00001d043968
GRMZM2G026223	ZmMADS56	MIKC_MADS	Zm00001d027425
GRMZM2G008898	ZmbHLH73	bHLH	Zm00001d007768
GRMZM2G308615	ZmOrphan320	NA	Zm00001d020100
GRMZM2G048621	ZmEREB5	ERF	Zm00001d051350
GRMZM2G020928	ZmC3H53	NA	Zm00001d039014
GRMZM2G167492	ZmNAC97	NAC	Zm00001d008308
GRMZM2G046443	ZmMYB98	MYB	Zm00001d031515
GRMZM2G027309	ZmNAC99	NAC	Zm00001d048059
GRMZM2G177244	ZmABI31	B3	Zm00001d042460
GRMZM2G111990	ZmMYBR91	MYB_related	Zm00001d028842
AC194970.5_FG002	ZmBZR7	BES1	Zm00001d006677
AC215811.3_FG003	ZmOrphan321	NA	Zm00001d014963
GRMZM2G077500	ZmOrphan322	NA	Zm00001d007050
GRMZM2G139688	ZmMYB138	MYB	Zm00001d043131
GRMZM2G171942	ZmC3H37	C3H	Zm00001d008735
GRMZM5G803812	ZmHB98	HD-ZIP	Zm00001d014201
GRMZM2G430849	ZmNAC122	NAC	Zm00001d022424
GRMZM2G046438	ZmMYBR90	MYB_related	Zm00001d014117
GRMZM2G101511	ZmSBP1	SBP	Zm00001d049822
GRMZM2G075320	ZmOrphan323	NA	Zm00001d040123
GRMZM2G334225	ZmMADS38	MIKC_MADS	Zm00001d037212
GRMZM2G086880	ZmHSF25	HSF	Zm00001d011406
GRMZM2G461907	ZmEREB123	ERF	Zm00001d028068
GRMZM2G067743	ZmGRF12	GRF	Zm00001d000238
GRMZM2G461905	ZmOrphan324	AP2	Zm00001d028069
GRMZM2G176141	ZmbHLH138	bHLH	Zm00001d005740
GRMZM2G169654	ZmEREB126	RAV	Zm00001d043782
GRMZM2G123909	ZmGATA35	GATA	Zm00001d043969
GRMZM2G428555	ZmMYB78	MYB	Zm00001d032194
GRMZM2G141955	ZmYAB11	YABBY	Zm00001d031109
GRMZM5G879527	ZmbHLH112	bHLH	Zm00001d031441
GRMZM5G801627	ZmC3H39	C3H	Zm00001d037769
GRMZM2G177229	ZmC3H40	NA	Zm00001d020954
GRMZM2G063387	ZmE2F6	E2F/DP	Zm00001d048412
GRMZM2G098800	ZmGRAS80	GRAS	Zm00001d051387
GRMZM2G123900	ZmDOF11	Dof	Zm00001d030727
GRMZM2G328814	ZmMYBR94	MYB_related	Zm00001d016914
GRMZM2G148333	ZmEREB202	ERF	Zm00001d005798
GRMZM2G177220	ZmARR6	ARR-B	Zm00001d042463
GRMZM2G399098	ZmEREB124	ERF	Zm00001d048297
