TF_ID	Gene_ID	Family	rapdb
LOC_Os03g08470.3	LOC_Os03g08470	ERF	Os03g0183000
LOC_Os03g08490.1	LOC_Os03g08490	ERF	Os03g0183200
LOC_Os03g08500.1	LOC_Os03g08500	ERF	Os03g0183300
LOC_Os03g08500.2	LOC_Os03g08500	ERF	Os03g0183300
LOC_Os03g09170.1	LOC_Os03g09170	ERF	Os03g0191900
LOC_Os03g15660.1	LOC_Os03g15660	ERF	Os03g0263000
LOC_Os03g22170.1	LOC_Os03g22170	ERF	Os03g0341000
LOC_Os03g60120.1	LOC_Os03g60120	ERF	Os03g0815800
LOC_Os03g64260.1	LOC_Os03g64260	ERF	Os03g0860100
LOC_Os04g18650.1	LOC_Os04g18650	ERF	Os04g0257500
LOC_Os04g32620.1	LOC_Os04g32620	ERF	Os04g0398000
LOC_Os04g32790.1	LOC_Os04g32790	ERF	Os04g0399800
LOC_Os04g34970.1	LOC_Os04g34970	ERF	Os04g0429050
LOC_Os04g44670.1	LOC_Os04g44670	ERF	Os04g0529100
LOC_Os04g46220.1	LOC_Os04g46220	ERF	Os04g0546800
LOC_Os04g46240.1	LOC_Os04g46240	ERF	Os04g0547500
LOC_Os04g46250.1	LOC_Os04g46250	ERF	Os04g0547600
LOC_Os04g46400.1	LOC_Os04g46400	ERF	Os04g0549700
LOC_Os04g46410.1	LOC_Os04g46410	ERF	Os04g0549800
LOC_Os04g46440.1	LOC_Os04g46440	ERF	Os04g0550200
LOC_Os04g48350.1	LOC_Os04g48350	ERF	Os04g0572400
LOC_Os04g52090.1	LOC_Os04g52090	ERF	Os04g0610400
LOC_Os04g55520.1	LOC_Os04g55520	ERF	Os04g0648900
LOC_Os04g56150.1	LOC_Os04g56150	ERF	Os04g0655700
LOC_Os04g57340.1	LOC_Os04g57340	ERF	Os04g0669200
LOC_Os05g25260.1	LOC_Os05g25260	ERF	Os05g0316800
LOC_Os05g27930.1	LOC_Os05g27930	ERF	Os05g0346200
LOC_Os05g27930.2	LOC_Os05g27930	ERF	Os05g0346200
LOC_Os05g27930.3	LOC_Os05g27930	ERF	Os05g0346200
LOC_Os05g27930.4	LOC_Os05g27930	ERF	Os05g0346200
LOC_Os05g28350.1	LOC_Os05g28350	ERF	Os05g0351200
LOC_Os05g29810.1	LOC_Os05g29810	ERF	Os05g0361700
LOC_Os05g34730.1	LOC_Os05g34730	ERF	Os05g0420300
LOC_Os05g36100.1	LOC_Os05g36100	ERF	Os05g0437050
LOC_Os05g36100.1	LOC_Os05g36100	ERF	Os05g0437100
LOC_Os05g37640.1	LOC_Os05g37640	ERF	Os05g0448675
LOC_Os05g37640.1	LOC_Os05g37640	ERF	Os05g0448700
LOC_Os05g39590.1	LOC_Os05g39590	ERF	Os05g0473300
LOC_Os05g39590.2	LOC_Os05g39590	ERF	Os05g0473300
LOC_Os05g39590.3	LOC_Os05g39590	ERF	Os05g0473300
LOC_Os05g41760.1	LOC_Os05g41760	ERF	Os05g0497200
LOC_Os05g41780.1	LOC_Os05g41780	ERF	Os05g0497300
LOC_Os05g49010.1	LOC_Os05g49010	ERF	Os05g0564700
LOC_Os05g49700.1	LOC_Os05g49700	ERF	Os05g0572000
LOC_Os06g03670.1	LOC_Os06g03670	ERF	Os06g0127100
LOC_Os06g06540.1	LOC_Os06g06540	ERF	Os06g0160500
LOC_Os06g06970.1	LOC_Os06g06970	ERF	Os06g0165600
LOC_Os06g07030.1	LOC_Os06g07030	ERF	Os06g0166400
LOC_Os06g08340.1	LOC_Os06g08340	ERF	Os06g0181700
LOC_Os06g09390.1	LOC_Os06g09390	ERF	Os06g0194000
LOC_Os06g09390.2	LOC_Os06g09390	ERF	Os06g0194000
LOC_Os06g09717.1	LOC_Os06g09717	ERF	Os06g0197600
LOC_Os06g09760.1	LOC_Os06g09760	ERF	None
LOC_Os06g09790.1	LOC_Os06g09790	ERF	None
LOC_Os06g09810.1	LOC_Os06g09810	ERF	None
LOC_Os06g10780.1	LOC_Os06g10780	ERF	None
LOC_Os06g11860.1	LOC_Os06g11860	ERF	Os06g0222400
LOC_Os06g11940.1	LOC_Os06g11940	ERF	Os06g0223100
LOC_Os06g36000.1	LOC_Os06g36000	ERF	Os06g0553700
LOC_Os06g40150.1	LOC_Os06g40150	ERF	Os06g0604000
LOC_Os06g42990.1	LOC_Os06g42990	ERF	Os06g0636000
LOC_Os06g44750.1	LOC_Os06g44750	ERF	Os06g0657500
LOC_Os06g47590.1	LOC_Os06g47590	ERF	Os06g0691100
LOC_Os07g03250.1	LOC_Os07g03250	ERF	Os07g0124700
LOC_Os07g10410.1	LOC_Os07g10410	ERF	Os07g0204000
LOC_Os07g12510.1	LOC_Os07g12510	ERF	Os07g0227600
LOC_Os07g22730.1	LOC_Os07g22730	ERF	Os07g0410300
LOC_Os07g22770.1	LOC_Os07g22770	ERF	Os07g0410700
LOC_Os07g38750.1	LOC_Os07g38750	ERF	Os07g0575000
LOC_Os07g42510.1	LOC_Os07g42510	ERF	Os07g0617000
LOC_Os07g47330.1	LOC_Os07g47330	ERF	Os07g0669500
LOC_Os07g47790.1	LOC_Os07g47790	ERF	Os07g0674800
LOC_Os07g47790.2	LOC_Os07g47790	ERF	Os07g0674800
LOC_Os08g07700.1	LOC_Os08g07700	ERF	Os08g0173700
LOC_Os08g27220.1	LOC_Os08g27220	ERF	Os08g0360800
LOC_Os08g31580.1	LOC_Os08g31580	ERF	Os08g0408500
LOC_Os08g34360.1	LOC_Os08g34360	ERF	Os08g0442400
LOC_Os08g35240.1	LOC_Os08g35240	ERF	Os08g0454000
LOC_Os08g36920.1	LOC_Os08g36920	ERF	Os08g0474000
LOC_Os08g41030.1	LOC_Os08g41030	ERF	Os08g0521600
LOC_Os08g42550.1	LOC_Os08g42550	ERF	Os08g0537900
LOC_Os08g43200.1	LOC_Os08g43200	ERF	Os08g0545500
LOC_Os08g43210.1	LOC_Os08g43210	ERF	Os08g0545500
LOC_Os08g44960.1	LOC_Os08g44960	ERF	None
LOC_Os08g45110.1	LOC_Os08g45110	ERF	Os08g0565200
LOC_Os09g11460.1	LOC_Os09g11460	ERF	Os09g0286600
LOC_Os09g11460.2	LOC_Os09g11460	ERF	Os09g0286600
LOC_Os09g11480.1	LOC_Os09g11480	ERF	Os09g0287000
LOC_Os09g11480.2	LOC_Os09g11480	ERF	Os09g0287000
LOC_Os09g13940.1	LOC_Os09g13940	ERF	Os09g0309700
LOC_Os09g13940.2	LOC_Os09g13940	ERF	Os09g0309700
LOC_Os09g13940.3	LOC_Os09g13940	ERF	Os09g0309700
LOC_Os09g13940.4	LOC_Os09g13940	ERF	Os09g0309700
LOC_Os09g20350.1	LOC_Os09g20350	ERF	Os09g0369000
LOC_Os09g20350.1	LOC_Os09g20350	ERF	Os09g0369050
LOC_Os09g26420.1	LOC_Os09g26420	ERF	Os09g0434500
LOC_Os09g26420.2	LOC_Os09g26420	ERF	Os09g0434500
LOC_Os09g26420.4	LOC_Os09g26420	ERF	Os09g0434500
LOC_Os09g26420.5	LOC_Os09g26420	ERF	Os09g0434500
LOC_Os09g28440.1	LOC_Os09g28440	ERF	Os09g0457900
LOC_Os09g35010.1	LOC_Os09g35010	ERF	Os09g0522000
LOC_Os09g35020.1	LOC_Os09g35020	ERF	Os09g0522100
LOC_Os09g35030.1	LOC_Os09g35030	ERF	Os09g0522200
LOC_Os09g39810.1	LOC_Os09g39810	ERF	Os09g0571700
LOC_Os09g39850.1	LOC_Os09g39850	ERF	Os09g0572000
LOC_Os10g22600.1	LOC_Os10g22600	ERF	Os10g0371100
LOC_Os10g25170.1	LOC_Os10g25170	ERF	Os10g0390800
LOC_Os10g26590.1	LOC_Os10g26590	ERF	None
LOC_Os10g30840.1	LOC_Os10g30840	ERF	None
LOC_Os10g38000.1	LOC_Os10g38000	ERF	Os10g0523900
LOC_Os10g41130.1	LOC_Os10g41130	ERF	Os10g0560700
LOC_Os10g41330.1	LOC_Os10g41330	ERF	Os10g0562900
LOC_Os10g41330.2	LOC_Os10g41330	ERF	Os10g0562900
LOC_Os11g06770.1	LOC_Os11g06770	ERF	Os11g0168500
LOC_Os11g06770.2	LOC_Os11g06770	ERF	Os11g0168500
LOC_Os11g13840.1	LOC_Os11g13840	ERF	Os11g0242300
LOC_Os12g39330.1	LOC_Os12g39330	ERF	Os12g0582900
LOC_Os12g40960.1	LOC_Os12g40960	ERF	None
LOC_Os12g41030.1	LOC_Os12g41030	ERF	None
LOC_Os12g41060.1	LOC_Os12g41060	ERF	Os12g0603300
LOC_Os01g10580.1	LOC_Os01g10580	DBB	Os01g0202500
LOC_Os02g39360.1	LOC_Os02g39360	DBB	Os02g0606200
LOC_Os02g43170.1	LOC_Os02g43170	DBB	Os02g0646200
LOC_Os02g43170.2	LOC_Os02g43170	DBB	Os02g0646200
LOC_Os04g41560.2	LOC_Os04g41560	DBB	Os04g0493000
LOC_Os04g41560.4	LOC_Os04g41560	DBB	Os04g0493000
LOC_Os04g45690.1	LOC_Os04g45690	DBB	Os04g0540200
LOC_Os05g11510.1	LOC_Os05g11510	DBB	Os05g0204600
LOC_Os06g05890.1	LOC_Os06g05890	DBB	Os06g0152200
LOC_Os06g49880.1	LOC_Os06g49880	DBB	Os06g0713000
LOC_Os06g49880.2	LOC_Os06g49880	DBB	Os06g0713000
LOC_Os09g35880.1	LOC_Os09g35880	DBB	Os09g0527900
LOC_Os12g10660.1	LOC_Os12g10660	DBB	Os12g0209200
LOC_Os02g08150.1	LOC_Os02g08150	CO-like	Os02g0178100
LOC_Os02g39710.1	LOC_Os02g39710	CO-like	Os02g0610500
LOC_Os02g49230.1	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49230.2	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49230.3	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49230.4	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49230.5	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49230.6	LOC_Os02g49230	CO-like	Os02g0724000
LOC_Os02g49880.1	LOC_Os02g49880	CO-like	Os02g0731700
LOC_Os03g50310.1	LOC_Os03g50310	CO-like	Os03g0711100
LOC_Os04g42020.1	LOC_Os04g42020	CO-like	Os04g0497700
LOC_Os06g15330.1	LOC_Os06g15330	CO-like	Os06g0264200
LOC_Os06g16370.1	LOC_Os06g16370	CO-like	Os06g0275000
LOC_Os06g19444.1	LOC_Os06g19444	CO-like	Os06g0298200
LOC_Os06g19444.2	LOC_Os06g19444	CO-like	Os06g0298200
LOC_Os06g44450.1	LOC_Os06g44450	CO-like	Os06g0654900
LOC_Os07g47140.1	LOC_Os07g47140	CO-like	Os07g0667300
LOC_Os08g15050.1	LOC_Os08g15050	CO-like	Os08g0249000
LOC_Os08g42440.1	LOC_Os08g42440	CO-like	Os08g0536300
LOC_Os09g06464.1	LOC_Os09g06464	CO-like	Os09g0240200
LOC_Os09g33550.1	LOC_Os09g33550	CO-like	Os09g0509700
LOC_Os01g67770.1	LOC_Os01g67770	ARR-B	Os01g0904700
LOC_Os02g08500.1	LOC_Os02g08500	ARR-B	Os02g0182100
LOC_Os02g55320.1	LOC_Os02g55320	ARR-B	Os02g0796500
LOC_Os03g12350.1	LOC_Os03g12350	ARR-B	Os03g0224200
LOC_Os03g12350.2	LOC_Os03g12350	ARR-B	Os03g0224200
LOC_Os03g12350.4	LOC_Os03g12350	ARR-B	Os03g0224200
LOC_Os04g28130.1	LOC_Os04g28130	ARR-B	Os04g0348800
LOC_Os04g28160.1	LOC_Os04g28160	ARR-B	Os04g0349100
LOC_Os05g32890.1	LOC_Os05g32890	ARR-B	Os05g0395700
LOC_Os06g08440.1	LOC_Os06g08440	ARR-B	Os06g0183100
LOC_Os06g43910.1	LOC_Os06g43910	ARR-B	Os06g0647200
LOC_Os01g08160.1	LOC_Os01g08160	G2-like	Os01g0176700
LOC_Os01g13740.1	LOC_Os01g13740	G2-like	Os01g0239000
LOC_Os01g13740.2	LOC_Os01g13740	G2-like	Os01g0239000
LOC_Os01g20700.1	LOC_Os01g20700	G2-like	Os01g0308000
LOC_Os01g62660.1	LOC_Os01g62660	G2-like	Os01g0844900
LOC_Os01g74020.1	LOC_Os01g74020	G2-like	Os01g0971800
LOC_Os02g04640.1	LOC_Os02g04640	G2-like	Os02g0139000
LOC_Os02g07170.1	LOC_Os02g07170	G2-like	Os02g0168200
LOC_Os02g07770.1	LOC_Os02g07770	G2-like	Os02g0174000
LOC_Os02g14490.1	LOC_Os02g14490	G2-like	Os02g0241200
LOC_Os02g22020.1	LOC_Os02g22020	G2-like	Os02g0325600
LOC_Os02g45080.1	LOC_Os02g45080	G2-like	Os02g0672300
LOC_Os02g46940.1	LOC_Os02g46940	G2-like	Os02g0696900
LOC_Os02g47190.1	LOC_Os02g47190	G2-like	Os02g0700300
LOC_Os03g03760.1	LOC_Os03g03760	G2-like	Os03g0129800
LOC_Os03g20900.1	LOC_Os03g20900	G2-like	Os03g0325500
LOC_Os03g21240.1	LOC_Os03g21240	G2-like	Os03g0329900
LOC_Os03g45194.1	LOC_Os03g45194	G2-like	Os03g0654600
LOC_Os03g55590.1	LOC_Os03g55590	G2-like	Os03g0764600
LOC_Os03g55590.3	LOC_Os03g55590	G2-like	Os03g0764600
LOC_Os03g55590.4	LOC_Os03g55590	G2-like	Os03g0764600
LOC_Os03g55760.1	LOC_Os03g55760	G2-like	Os03g0766500
LOC_Os04g47890.1	LOC_Os04g47890	G2-like	Os04g0566600
LOC_Os04g56990.1	LOC_Os04g56990	G2-like	Os04g0665600
LOC_Os04g56990.2	LOC_Os04g56990	G2-like	Os04g0665600
LOC_Os04g56990.3	LOC_Os04g56990	G2-like	Os04g0665600
LOC_Os05g32880.1	LOC_Os05g32880	G2-like	Os05g0395600
LOC_Os05g34110.1	LOC_Os05g34110	G2-like	Os05g0412000
LOC_Os05g40960.1	LOC_Os05g40960	G2-like	Os05g0488600
LOC_Os05g41240.1	LOC_Os05g41240	G2-like	Os05g0491500
LOC_Os05g41240.2	LOC_Os05g41240	G2-like	Os05g0491500
LOC_Os05g41240.3	LOC_Os05g41240	G2-like	Os05g0491500
LOC_Os06g24070.1	LOC_Os06g24070	G2-like	Os06g0348800
LOC_Os06g35140.1	LOC_Os06g35140	G2-like	Os06g0543200
LOC_Os06g40710.1	LOC_Os06g40710	G2-like	Os06g0609500
LOC_Os06g45410.1	LOC_Os06g45410	G2-like	Os06g0664800
LOC_Os06g45890.1	LOC_Os06g45890	G2-like	Os06g0670300
LOC_Os06g49040.1	LOC_Os06g49040	G2-like	Os06g0703900
LOC_Os07g02800.2	LOC_Os07g02800	G2-like	Os07g0119300
LOC_Os07g02800.3	LOC_Os07g02800	G2-like	Os07g0119300
LOC_Os07g02800.4	LOC_Os07g02800	G2-like	Os07g0119300
LOC_Os07g25710.1	LOC_Os07g25710	G2-like	Os07g0438800
LOC_Os07g25710.2	LOC_Os07g25710	G2-like	Os07g0438800
LOC_Os07g25710.3	LOC_Os07g25710	G2-like	Os07g0438800
LOC_Os07g25710.4	LOC_Os07g25710	G2-like	Os07g0438800
LOC_Os07g48596.1	LOC_Os07g48596	G2-like	Os07g0685300
LOC_Os08g06370.1	LOC_Os08g06370	G2-like	Os08g0160300
LOC_Os08g25799.1	LOC_Os08g25799	G2-like	Os08g0346400
LOC_Os08g25820.1	LOC_Os08g25820	G2-like	Os08g0346500
LOC_Os08g25820.2	LOC_Os08g25820	G2-like	Os08g0346500
LOC_Os08g33050.1	LOC_Os08g33050	G2-like	Os08g0426866
LOC_Os08g33750.1	LOC_Os08g33750	G2-like	Os08g0434700
LOC_Os08g33750.2	LOC_Os08g33750	G2-like	Os08g0434700
LOC_Os09g12750.1	LOC_Os09g12750	G2-like	Os09g0299000
LOC_Os09g12770.1	LOC_Os09g12770	G2-like	Os09g0299200
LOC_Os09g12770.2	LOC_Os09g12770	G2-like	Os09g0299200
LOC_Os09g23200.1	LOC_Os09g23200	G2-like	Os09g0395300
LOC_Os10g32600.1	LOC_Os10g32600	G2-like	Os10g0463400
LOC_Os10g39550.1	LOC_Os10g39550	G2-like	Os10g0541500
LOC_Os11g01480.1	LOC_Os11g01480	G2-like	Os11g0106100
LOC_Os12g01490.1	LOC_Os12g01490	G2-like	Os12g0105600
LOC_Os12g39640.1	LOC_Os12g39640	G2-like	Os12g0586300
LOC_Os01g10504.1	LOC_Os01g10504	MIKC_MADS	Os01g0201700
LOC_Os01g10504.2	LOC_Os01g10504	MIKC_MADS	Os01g0201700
LOC_Os01g10504.3	LOC_Os01g10504	MIKC_MADS	Os01g0201700
LOC_Os01g52680.1	LOC_Os01g52680	MIKC_MADS	Os01g0726400
LOC_Os01g66030.1	LOC_Os01g66030	MIKC_MADS	Os01g0883100
LOC_Os01g66030.2	LOC_Os01g66030	MIKC_MADS	Os01g0883100
LOC_Os01g66290.1	LOC_Os01g66290	MIKC_MADS	Os01g0886200
LOC_Os01g66290.2	LOC_Os01g66290	MIKC_MADS	Os01g0886200
LOC_Os02g01355.1	LOC_Os02g01355	MIKC_MADS	Os02g0104100
LOC_Os02g01355.1	LOC_Os02g01355	MIKC_MADS	Os02g0104150
LOC_Os02g01365.1	LOC_Os02g01365	MIKC_MADS	Os02g0104100
LOC_Os02g01365.1	LOC_Os02g01365	MIKC_MADS	Os02g0104150
LOC_Os02g01365.1	LOC_Os02g01365	MIKC_MADS	Os02g0104200
LOC_Os02g07430.1	LOC_Os02g07430	MIKC_MADS	Os02g0170300
LOC_Os02g36924.1	LOC_Os02g36924	MIKC_MADS	Os02g0579600
LOC_Os02g45770.1	LOC_Os02g45770	MIKC_MADS	Os02g0682200
LOC_Os02g49840.1	LOC_Os02g49840	MIKC_MADS	Os02g0731200
LOC_Os02g49840.2	LOC_Os02g49840	MIKC_MADS	Os02g0731200
LOC_Os02g49840.4	LOC_Os02g49840	MIKC_MADS	Os02g0731200
LOC_Os02g52340.1	LOC_Os02g52340	MIKC_MADS	Os02g0761000
LOC_Os03g08754.1	LOC_Os03g08754	MIKC_MADS	Os03g0186600
LOC_Os03g08754.2	LOC_Os03g08754	MIKC_MADS	Os03g0186600
LOC_Os03g11614.1	LOC_Os03g11614	MIKC_MADS	Os03g0215400
LOC_Os03g54160.1	LOC_Os03g54160	MIKC_MADS	Os03g0752800
LOC_Os03g54160.2	LOC_Os03g54160	MIKC_MADS	Os03g0752800
LOC_Os03g54170.1	LOC_Os03g54170	MIKC_MADS	Os03g0753100
LOC_Os04g23910.1	LOC_Os04g23910	MIKC_MADS	Os04g0304400
LOC_Os04g49150.1	LOC_Os04g49150	MIKC_MADS	Os04g0580700
LOC_Os04g52410.1	LOC_Os04g52410	MIKC_MADS	Os04g0614100
LOC_Os04g52410.2	LOC_Os04g52410	MIKC_MADS	Os04g0614100
LOC_Os05g11380.1	LOC_Os05g11380	MIKC_MADS	None
LOC_Os05g11414.1	LOC_Os05g11414	MIKC_MADS	Os05g0203800
LOC_Os05g34940.1	LOC_Os05g34940	MIKC_MADS	Os05g0423400
LOC_Os05g34940.2	LOC_Os05g34940	MIKC_MADS	Os05g0423400
LOC_Os05g34940.3	LOC_Os05g34940	MIKC_MADS	Os05g0423400
LOC_Os06g01890.1	LOC_Os06g01890	MIKC_MADS	Os06g0108500
LOC_Os06g06750.1	LOC_Os06g06750	MIKC_MADS	Os06g0162800
LOC_Os06g11330.1	LOC_Os06g11330	MIKC_MADS	Os06g0217300
LOC_Os06g45650.1	LOC_Os06g45650	MIKC_MADS	Os06g0667200
LOC_Os06g49840.1	LOC_Os06g49840	MIKC_MADS	Os06g0712700
LOC_Os06g49840.2	LOC_Os06g49840	MIKC_MADS	Os06g0712700
LOC_Os07g01820.1	LOC_Os07g01820	MIKC_MADS	Os07g0108900
LOC_Os07g01820.2	LOC_Os07g01820	MIKC_MADS	Os07g0108900
LOC_Os07g01820.3	LOC_Os07g01820	MIKC_MADS	Os07g0108900
LOC_Os07g01820.4	LOC_Os07g01820	MIKC_MADS	Os07g0108900
LOC_Os07g01820.6	LOC_Os07g01820	MIKC_MADS	Os07g0108900
LOC_Os07g41370.1	LOC_Os07g41370	MIKC_MADS	Os07g0605200
LOC_Os08g02070.1	LOC_Os08g02070	MIKC_MADS	Os08g0112700
LOC_Os08g33488.1	LOC_Os08g33488	MIKC_MADS	Os08g0431900
LOC_Os08g41950.1	LOC_Os08g41950	MIKC_MADS	Os08g0531700
LOC_Os08g41950.2	LOC_Os08g41950	MIKC_MADS	Os08g0531700
LOC_Os08g41960.1	LOC_Os08g41960	MIKC_MADS	Os08g0531900
LOC_Os09g32948.1	LOC_Os09g32948	MIKC_MADS	Os09g0507200
LOC_Os10g39130.1	LOC_Os10g39130	MIKC_MADS	Os10g0536100
LOC_Os10g39130.2	LOC_Os10g39130	MIKC_MADS	Os10g0536100
LOC_Os12g10520.1	LOC_Os12g10520	MIKC_MADS	Os12g0206800
LOC_Os12g10520.2	LOC_Os12g10520	MIKC_MADS	Os12g0206800
LOC_Os12g10540.1	LOC_Os12g10540	MIKC_MADS	Os12g0207000
LOC_Os12g10540.2	LOC_Os12g10540	MIKC_MADS	Os12g0207000
LOC_Os12g10540.3	LOC_Os12g10540	MIKC_MADS	Os12g0207000
LOC_Os12g10540.4	LOC_Os12g10540	MIKC_MADS	Os12g0207000
LOC_Os12g10540.5	LOC_Os12g10540	MIKC_MADS	Os12g0207000
LOC_Os12g31748.1	LOC_Os12g31748	MIKC_MADS	Os12g0501700
LOC_Os12g31748.2	LOC_Os12g31748	MIKC_MADS	Os12g0501700
LOC_Os01g11510.1	LOC_Os01g11510	M-type_MADS	Os01g0213300
LOC_Os01g18420.1	LOC_Os01g18420	M-type_MADS	None
LOC_Os01g18440.1	LOC_Os01g18440	M-type_MADS	Os01g0288100
LOC_Os01g23750.1	LOC_Os01g23750	M-type_MADS	Os01g0340000
LOC_Os01g23760.1	LOC_Os01g23760	M-type_MADS	Os01g0340100
LOC_Os01g23770.1	LOC_Os01g23770	M-type_MADS	Os01g0340200
LOC_Os01g23780.1	LOC_Os01g23780	M-type_MADS	Os01g0340400
LOC_Os01g67890.1	LOC_Os01g67890	M-type_MADS	Os01g0906300
LOC_Os01g68560.1	LOC_Os01g68560	M-type_MADS	Os01g0913900
LOC_Os01g69850.1	LOC_Os01g69850	M-type_MADS	Os01g0922800
LOC_Os01g74440.1	LOC_Os01g74440	M-type_MADS	Os01g0975800
LOC_Os02g06860.1	LOC_Os02g06860	M-type_MADS	Os02g0164450
LOC_Os02g49840.3	LOC_Os02g49840	M-type_MADS	Os02g0731200
LOC_Os03g03100.1	LOC_Os03g03100	M-type_MADS	Os03g0122600
LOC_Os03g14850.1	LOC_Os03g14850	M-type_MADS	None
LOC_Os03g37670.1	LOC_Os03g37670	M-type_MADS	None
LOC_Os03g38610.1	LOC_Os03g38610	M-type_MADS	Os03g0582400
LOC_Os04g25870.1	LOC_Os04g25870	M-type_MADS	Os04g0324900
LOC_Os04g31804.1	LOC_Os04g31804	M-type_MADS	None
LOC_Os04g38770.1	LOC_Os04g38770	M-type_MADS	Os04g0461300
LOC_Os05g11380.2	LOC_Os05g11380	M-type_MADS	None
LOC_Os05g23780.1	LOC_Os05g23780	M-type_MADS	Os05g0303400
LOC_Os06g11970.1	LOC_Os06g11970	M-type_MADS	Os06g0223300
LOC_Os06g22760.1	LOC_Os06g22760	M-type_MADS	Os06g0333700
LOC_Os06g23950.1	LOC_Os06g23950	M-type_MADS	Os06g0347700
LOC_Os06g30810.1	LOC_Os06g30810	M-type_MADS	Os06g0504100
LOC_Os06g30830.1	LOC_Os06g30830	M-type_MADS	Os06g0504450
LOC_Os06g30830.1	LOC_Os06g30830	M-type_MADS	Os06g0504451
LOC_Os07g04170.1	LOC_Os07g04170	M-type_MADS	Os07g0133900
LOC_Os08g38590.1	LOC_Os08g38590	M-type_MADS	Os08g0494100
LOC_Os09g02780.1	LOC_Os09g02780	M-type_MADS	Os09g0116000
LOC_Os09g02830.1	LOC_Os09g02830	M-type_MADS	Os09g0116800
LOC_Os11g12360.1	LOC_Os11g12360	M-type_MADS	Os11g0229900
LOC_Os11g43740.1	LOC_Os11g43740	M-type_MADS	Os11g0658700
LOC_Os12g21850.1	LOC_Os12g21850	M-type_MADS	Os12g0407000
LOC_Os12g21880.1	LOC_Os12g21880	M-type_MADS	Os12g0407350
LOC_Os12g21880.1	LOC_Os12g21880	M-type_MADS	Os12g0407400
LOC_Os02g45570.1	LOC_Os02g45570	GRF	Os02g0678800
LOC_Os02g45570.2	LOC_Os02g45570	GRF	Os02g0678800
LOC_Os02g47280.1	LOC_Os02g47280	GRF	Os02g0701300
LOC_Os02g47280.2	LOC_Os02g47280	GRF	Os02g0701300
LOC_Os02g53690.1	LOC_Os02g53690	GRF	Os02g0776900
LOC_Os03g47140.1	LOC_Os03g47140	GRF	Os03g0674700
LOC_Os03g51970.1	LOC_Os03g51970	GRF	Os03g0729500
LOC_Os04g48510.1	LOC_Os04g48510	GRF	Os04g0574500
LOC_Os04g51190.1	LOC_Os04g51190	GRF	Os04g0600900
LOC_Os04g51190.2	LOC_Os04g51190	GRF	Os04g0600900
LOC_Os04g51190.3	LOC_Os04g51190	GRF	Os04g0600900
LOC_Os06g02560.1	LOC_Os06g02560	GRF	Os06g0116200
LOC_Os06g02560.2	LOC_Os06g02560	GRF	Os06g0116200
LOC_Os06g02560.3	LOC_Os06g02560	GRF	Os06g0116200
LOC_Os06g10310.1	LOC_Os06g10310	GRF	Os06g0204800
LOC_Os07g28430.1	LOC_Os07g28430	GRF	Os07g0467500
LOC_Os11g35030.1	LOC_Os11g35030	GRF	Os11g0551900
LOC_Os12g29980.1	LOC_Os12g29980	GRF	Os12g0484900
LOC_Os12g29980.2	LOC_Os12g29980	GRF	Os12g0484900
LOC_Os01g48170.1	LOC_Os01g48170	HB-other	Os01g0672201
LOC_Os01g70810.1	LOC_Os01g70810	HB-other	Os01g0934300
LOC_Os02g05450.1	LOC_Os02g05450	HB-other	Os02g0147800
LOC_Os03g55990.1	LOC_Os03g55990	HB-other	Os03g0769800
LOC_Os03g55990.2	LOC_Os03g55990	HB-other	Os03g0769800
LOC_Os03g55990.3	LOC_Os03g55990	HB-other	Os03g0769800
LOC_Os05g09630.1	LOC_Os05g09630	HB-other	Os05g0188600
LOC_Os05g09630.2	LOC_Os05g09630	HB-other	Os05g0188600
LOC_Os05g25600.1	LOC_Os05g25600	HB-other	Os05g0320300
LOC_Os05g48820.1	LOC_Os05g48820	HB-other	Os05g0562400
LOC_Os05g50130.1	LOC_Os05g50130	HB-other	Os05g0576850
LOC_Os06g29020.1	LOC_Os06g29020	HB-other	Os06g0485100
LOC_Os06g29020.2	LOC_Os06g29020	HB-other	Os06g0485100
LOC_Os06g39906.1	LOC_Os06g39906	HB-other	Os06g0601000
LOC_Os07g24350.1	LOC_Os07g24350	HB-other	None
LOC_Os08g32990.1	LOC_Os08g32990	HB-other	Os08g0426000
LOC_Os10g39720.1	LOC_Os10g39720	HB-other	None
LOC_Os11g01130.1	LOC_Os11g01130	WOX	Os11g0102100
LOC_Os12g01120.1	LOC_Os12g01120	WOX	Os12g0101600
LOC_Os11g01130.2	LOC_Os11g01130	WOX	Os11g0102100
LOC_Os05g02730.1	LOC_Os05g02730	WOX	Os05g0118700
LOC_Os04g55590.1	LOC_Os04g55590	WOX	Os04g0649400
LOC_Os01g62310.1	LOC_Os01g62310	WOX	Os01g0840300
LOC_Os04g56780.1	LOC_Os04g56780	WOX	Os04g0663600
LOC_Os01g63510.1	LOC_Os01g63510	WOX	Os01g0854500
LOC_Os01g47710.1	LOC_Os01g47710	WOX	Os01g0667400
LOC_Os05g48990.1	LOC_Os05g48990	WOX	Os05g0564500
